Peça,Angle1_mean,Angle1_var,Angle2_mean,Angle2_var,Angle3_mean,Angle3_var,Angle4_mean,Angle4_var,Height_mean,Height_var,Width_mean,Width_var,Iteração_mean,Iteração_var,RowNum_mean,RowNum_var
"['base calco 1', 'IGS']",88.37637927423043,1.6948482014033754,88.80284413258728,1.5338603773143984,89.2581640589084,0.09134666464689804,89.60142313547567,0.09145422048482091,22.197391869001166,0.0019036313526407738,84.35501587684776,1484.261419550454,1.0,0.0,23.5,196.0
"['base calco 2', 'IGS']",89.16719234606352,0.044424245423134556,89.24409298872233,0.06361634484557949,88.88170321564213,0.8020027309713271,88.95860385830095,0.7803774931744163,22.25906824609588,0.0014778380836262522,84.24965868162424,1494.3686432751224,1.0,0.0,23.5,196.0
"['base calco 3', 'IGS']",88.77953109802786,0.03591101504527301,89.16101149747134,0.1014684989483985,88.97063275913428,0.12469257311565135,89.34345367178578,0.2760509038179023,22.250116744360895,0.0023809251822147983,84.27770399225979,1493.763158276963,1.0,0.0,23.5,196.0
