Angle (degrees),Height,Peça,Scan,Iteração,Part
39.797075993790806,25.053397885554446,NN(16),markers,8,part2
40.064274294314224,25.09324536347665,NN(16),markers,1,part1
39.86140998850819,25.064301031102566,NN(16),markers,1,part2
40.184877840373346,25.062308532908066,NN(16),markers,2,part1
39.884647753023906,25.143365581141712,NN(16),markers,2,part2
39.96694792553469,25.145302897393943,NN(16),markers,3,part1
40.00496434573179,24.96320382517324,NN(16),markers,3,part2
40.07789418750461,25.107387809210653,NN(16),markers,4,part1
39.92763635976512,25.288147178487183,NN(16),markers,4,part2
40.140167877370814,24.871344374026314,NN(16),markers,5,part1
39.902474832488025,25.203966434323796,NN(16),markers,5,part2
40.02249511221568,25.20403434702434,NN(16),markers,6,part1
40.08201696065215,25.131400839547616,NN(16),markers,6,part2
40.01373812475753,25.203222623690866,NN(16),markers,7,part1
39.899398475203284,25.142057348315788,NN(16),markers,7,part2
39.702896050236234,24.917357975807775,NN(16),markers,8,part1
40.05481871889149,25.260586212565933,NN(16),markers,8,part2
39.98154642704374,24.981758124166074,NN(16),markers,1,part1
40.046036303418354,24.878596207034445,NN(16),markers,1,part2
39.71612866707494,24.897794750315153,NN(16),markers,2,part1
40.07782959133885,24.909022834792307,NN(16),markers,2,part2
39.78977135815922,24.69734499378627,NN(16),markers,3,part1
40.12211462429566,24.82612667094686,NN(16),markers,3,part2
39.96885113133073,24.74462190391883,NN(16),markers,4,part1
40.070821470985,24.683206739672183,NN(16),markers,4,part2
40.08156818530131,25.002938076126473,NN(16),markers,5,part1
39.91628798426466,24.891935493283494,NN(16),markers,5,part2
40.0024342083093,24.913768667515015,NN(16),markers,6,part1
40.15866485014539,24.97203402601267,NN(16),markers,6,part2
40.05244736526554,24.807607238049595,NN(16),markers,7,part1
39.983022928405944,24.974227088137024,NN(16),markers,7,part2
39.99252010621251,24.787000687102562,NN(16),markers,8,part1
39.89339285955084,24.85530645136905,NN(16),markers,8,part2
39.927580324279965,24.954016009490715,NN(16),markers,1,part1
40.08340729931507,24.734015281214354,NN(16),markers,1,part2
40.06150460498761,25.013375764704545,NN(16),markers,2,part1
39.7389190680321,24.98966118918576,NN(16),markers,2,part2
39.865400989519564,24.883642790347757,NN(16),markers,3,part1
40.40981304202059,24.91891477782079,NN(16),markers,3,part2
39.90204619145534,24.850358237853456,NN(16),markers,4,part1
40.373259866369025,24.854453380745458,NN(16),markers,4,part2
40.12056503318966,25.040443889280034,NN(16),markers,5,part1
40.32474806431604,24.887997983356097,NN(16),markers,5,part2
39.951313591270825,24.93867594476246,NN(16),markers,6,part1
39.62112873858658,25.025367369273336,NN(16),markers,6,part2
39.937774033172666,24.964162756148895,NN(16),markers,7,part1
39.756171531520614,25.065482294922987,NN(16),markers,7,part2
39.797445634473554,24.83503502409404,NN(16),markers,8,part1
39.85158377049807,24.868488125250003,NN(16),markers,8,part2
39.98866431985059,24.904033857642627,NN(8),markers,1,part1
39.923880694773565,24.658612351727925,NN(8),markers,1,part2
39.61152131886709,24.79127447827853,NN(8),markers,2,part1
39.77451268085164,24.81205412765905,NN(8),markers,2,part2
39.87091245296586,24.835999334102567,NN(8),markers,3,part1
40.05048745183914,24.785394173108827,NN(8),markers,3,part2
40.106082900559315,24.8420518370459,NN(8),markers,4,part1
39.91305131923068,24.668348088180014,NN(8),markers,4,part2
39.95300487039532,24.765461555456096,NN(8),markers,5,part1
39.88259712246151,24.701662070132212,NN(8),markers,5,part2
39.65866951730987,24.80787785367593,NN(8),markers,6,part1
39.901286414030814,24.834803986334414,NN(8),markers,6,part2
39.991546814389814,24.71655258177692,NN(8),markers,7,part1
40.12083783102244,24.739476057499996,NN(8),markers,7,part2
39.99853385987116,24.676451679304115,NN(8),markers,8,part1
40.01352987870441,24.759012448828496,NN(8),markers,8,part2
39.90889817913851,24.85809390618803,NN(8),markers,1,part1
39.79679832852128,24.76817762788889,NN(8),markers,1,part2
39.937407038104645,24.88745157563492,NN(8),markers,2,part1
39.87868623188745,24.89837411686111,NN(8),markers,2,part2
39.95314971862433,24.8257190220881,NN(8),markers,3,part1
39.67697900264779,24.900646848494482,NN(8),markers,3,part2
39.66713684606691,24.769226331925125,NN(8),markers,4,part1
39.66454356410306,24.732255337586587,NN(8),markers,4,part2
39.80166984903294,24.856689182530953,NN(8),markers,5,part1
39.772994204927926,24.73797685206798,NN(8),markers,5,part2
39.77722193859448,24.770871107350004,NN(8),markers,6,part1
39.809777246272716,24.837569864218754,NN(8),markers,6,part2
39.95900740124736,24.89277848079222,NN(8),markers,7,part1
39.702601051489815,24.820215804194664,NN(8),markers,7,part2
39.96347840097254,24.894868203868228,NN(8),markers,8,part1
39.92082143739848,24.923862819931863,NN(8),markers,8,part2
39.942027778021526,24.905498923845,NN(8),markers,1,part1
40.076585927358316,24.858031920181546,NN(8),markers,1,part2
39.844575660204185,24.79005537999643,NN(8),markers,2,part1
39.68506638628132,24.8542911118653,NN(8),markers,2,part2
39.787239608702414,24.70564351489069,NN(8),markers,3,part1
39.9109231228015,24.860536684434287,NN(8),markers,3,part2
39.92080741439246,24.856918819464614,NN(8),markers,4,part1
40.0005678919986,24.880977402258335,NN(8),markers,4,part2
39.705991813602935,24.702700838200812,NN(8),markers,5,part1
39.98141770822414,24.853675883274068,NN(8),markers,5,part2
39.59013097575539,24.959911751728846,NN(8),markers,6,part1
39.838905931214505,24.95546596460886,NN(8),markers,6,part2
39.763789733197825,24.961355251471797,NN(8),markers,7,part1
39.698322548805585,24.889140650453967,NN(8),markers,7,part2
39.837482570975375,24.744599427306976,NN(8),markers,8,part1
39.94077283112582,24.835763439921394,NN(8),markers,8,part2
39.82532113332928,24.951975740811275,NN(8),markers,1,part1
40.0245515208865,24.85171675960593,NN(8),markers,1,part2
40.18687697554684,24.89011290406201,NN(8),markers,2,part1
40.153217243602384,24.950247120948383,NN(8),markers,2,part2
39.8013971360355,24.91143832680848,NN(8),markers,3,part1
39.94599794557847,24.805349161462125,NN(8),markers,3,part2
39.94368168153136,24.898091445631316,NN(8),markers,4,part1
40.05887470933902,24.83187942190018,NN(8),markers,4,part2
39.922360759176435,24.977372975805007,NN(8),markers,5,part1
39.88277033055088,24.84481474581696,NN(8),markers,5,part2
40.191224170317525,24.9507988898,NN(8),markers,6,part1
39.75581426966687,24.985041868444455,NN(8),markers,6,part2
40.05154670147313,24.560106209649167,NN(8),markers,7,part1
40.07331341722632,24.8914565296153,NN(8),markers,7,part2
39.79212092560034,24.730383864451856,NN(8),markers,8,part1
39.899432905063804,24.68530549782963,NN(8),markers,8,part2
