Angle (degrees),Height,Peça,Scan,Iteração,Part,stepdown,tool diameter,input angle,input height
40.514060390313695,25.515222619147057,LMA,markers,4,part1,0.7,12,40.66979713,25.64634515
39.92009326030114,25.412017988866666,LMA,markers,4,part2,0.7,12,40.66979713,25.64634515
40.22532445193087,25.1294573737375,LMA,markers,5,part1,0.7,12,40.66979713,25.64634515
39.86781257048447,25.54161313338558,LMA,markers,5,part2,0.7,12,40.66979713,25.64634515
40.355379443329085,25.47145730431897,LMA,markers,6,part1,0.7,12,40.66979713,25.64634515
39.821554945388655,25.5214085195691,LMA,markers,6,part2,0.7,12,40.66979713,25.64634515
40.25691931043734,25.569292808127187,LMA,markers,7,part1,0.7,12,40.66979713,25.64634515
40.26126628632224,25.49171846172738,LMA,markers,7,part2,0.7,12,40.66979713,25.64634515
39.78149953863638,25.417143041107146,LMA,markers,8,part1,0.7,12,40.66979713,25.64634515
40.174954471538925,25.475562809735177,LMA,markers,8,part2,0.7,12,40.66979713,25.64634515
40.336670670495,25.45147288190986,LMA,markers,1,part1,0.7,12,40.66979713,25.64634515
40.45492318666866,25.35148402015926,LMA,markers,1,part2,0.7,12,40.66979713,25.64634515
40.03050002028058,25.47346976303581,LMA,markers,2,part1,0.7,12,40.66979713,25.64634515
39.93555854507129,25.52854474988025,LMA,markers,2,part2,0.7,12,40.66979713,25.64634515
40.37074019399476,25.4298781542973,LMA,markers,3,part1,0.7,12,40.66979713,25.64634515
40.313473023595066,25.556459331789476,LMA,markers,3,part2,0.7,12,40.66979713,25.64634515
40.4580356960989,25.4147136084731,LMA,markers,4,part1,0.7,12,40.66979713,25.64634515
40.49013709366747,25.428364375425,LMA,markers,4,part2,0.7,12,40.66979713,25.64634515
40.42629820406925,25.402542548969887,LMA,markers,5,part1,0.7,12,40.66979713,25.64634515
40.23294983855123,25.46217055775131,LMA,markers,5,part2,0.7,12,40.66979713,25.64634515
39.87445929215717,25.670254982519708,LMA,markers,6,part1,0.7,12,40.66979713,25.64634515
39.91159210115387,25.403862531857147,LMA,markers,6,part2,0.7,12,40.66979713,25.64634515
39.89634777323784,25.258516866543648,LMA,markers,7,part1,0.7,12,40.66979713,25.64634515
40.29153820481245,25.56698085151333,LMA,markers,7,part2,0.7,12,40.66979713,25.64634515
40.043811580149935,24.49972457632894,LMA,markers,8,part1,0.7,12,40.66979713,25.64634515
39.96525605809807,25.52692286830333,LMA,markers,8,part2,0.7,12,40.66979713,25.64634515
39.98472191906117,25.500419184831816,LMA,markers,1,part1,0.7,12,40.66979713,25.64634515
39.86041227095262,25.466927729799217,LMA,markers,1,part2,0.7,12,40.66979713,25.64634515
40.23830544622117,25.55325402206959,LMA,markers,2,part1,0.7,12,40.66979713,25.64634515
39.95597073724835,25.543701997325,LMA,markers,2,part2,0.7,12,40.66979713,25.64634515
40.39205387938475,25.62521385107744,LMA,markers,3,part1,0.7,12,40.66979713,25.64634515
40.23219292422529,25.53284312857143,LMA,markers,3,part2,0.7,12,40.66979713,25.64634515
40.49315798335192,25.518451132733333,LMA,markers,4,part1,0.7,12,40.66979713,25.64634515
39.96150229115185,25.58349929495417,LMA,markers,4,part2,0.7,12,40.66979713,25.64634515
40.02383708838632,25.64628290203845,LMA,markers,5,part1,0.7,12,40.66979713,25.64634515
40.23292582247923,25.560278216486942,LMA,markers,5,part2,0.7,12,40.66979713,25.64634515
40.37211138428404,25.428381448976594,LMA,markers,6,part1,0.7,12,40.66979713,25.64634515
39.86041068112805,25.530852005502386,LMA,markers,6,part2,0.7,12,40.66979713,25.64634515
39.99033728683621,25.50876047403589,LMA,markers,7,part1,0.7,12,40.66979713,25.64634515
40.126947565819854,25.556790302049897,LMA,markers,7,part2,0.7,12,40.66979713,25.64634515
40.16535572395285,25.46447927235897,LMA,markers,8,part1,0.7,12,40.66979713,25.64634515
39.989341434977575,25.61072306882468,LMA,markers,8,part2,0.7,12,40.66979713,25.64634515
40.35003178314069,25.49718049821053,LMD,markers,1,part1,0.7,12,40.78450517,25.82751219
40.59712800723677,25.52903308758128,LMD,markers,1,part2,0.7,12,40.78450517,25.82751219
40.31018443600621,25.56144037985948,LMD,markers,2,part1,0.7,12,40.78450517,25.82751219
40.283841461912665,25.64451209177143,LMD,markers,2,part2,0.7,12,40.78450517,25.82751219
40.2450772060841,25.59867432522957,LMD,markers,3,part1,0.7,12,40.78450517,25.82751219
40.232578251685965,25.29769288631145,LMD,markers,3,part2,0.7,12,40.78450517,25.82751219
40.00878054020784,25.531474653657977,LMD,markers,4,part1,0.7,12,40.78450517,25.82751219
40.3178976792389,25.234025896179336,LMD,markers,4,part2,0.7,12,40.78450517,25.82751219
40.17433305636228,25.44057956609048,LMD,markers,5,part1,0.7,12,40.78450517,25.82751219
40.26902211144829,25.59418692424148,LMD,markers,5,part2,0.7,12,40.78450517,25.82751219
40.17433305636228,25.44057956609048,LMD,markers,6,part1,0.7,12,40.78450517,25.82751219
40.26902211144829,25.59418692424148,LMD,markers,6,part2,0.7,12,40.78450517,25.82751219
40.15821190956827,25.547653583625,LMD,markers,7,part1,0.7,12,40.78450517,25.82751219
40.47070870883325,25.498698990270764,LMD,markers,7,part2,0.7,12,40.78450517,25.82751219
40.32879093671542,25.6171753893522,LMD,markers,8,part1,0.7,12,40.78450517,25.82751219
40.192879539922096,25.523370252682795,LMD,markers,8,part2,0.7,12,40.78450517,25.82751219
40.06376202453875,25.509687543279856,LMD,markers,1,part1,0.7,12,40.78450517,25.82751219
40.31601535897285,25.409052626083334,LMD,markers,1,part2,0.7,12,40.78450517,25.82751219
40.54071238395705,25.632392753090908,LMD,markers,2,part1,0.7,12,40.78450517,25.82751219
40.13838993090162,25.43765930177328,LMD,markers,2,part2,0.7,12,40.78450517,25.82751219
40.25693927931163,25.532940708757145,LMD,markers,3,part1,0.7,12,40.78450517,25.82751219
40.22746878099909,25.59285540115556,LMD,markers,3,part2,0.7,12,40.78450517,25.82751219
40.23126980885577,25.306535068844443,LMD,markers,4,part1,0.7,12,40.78450517,25.82751219
40.31520323422167,25.34385392285576,LMD,markers,4,part2,0.7,12,40.78450517,25.82751219
40.32657164125597,25.59628566468236,LMD,markers,5,part1,0.7,12,40.78450517,25.82751219
40.19267080186954,24.755629873908493,LMD,markers,5,part2,0.7,12,40.78450517,25.82751219
40.24859480472931,25.64543437783881,LMD,markers,6,part1,0.7,12,40.78450517,25.82751219
40.18309567762334,25.221459441314284,LMD,markers,6,part2,0.7,12,40.78450517,25.82751219
40.26552603874451,25.5151455363141,LMD,markers,7,part1,0.7,12,40.78450517,25.82751219
40.02950833064629,25.4029221521625,LMD,markers,7,part2,0.7,12,40.78450517,25.82751219
40.29865690395532,25.52129679276923,LMD,markers,8,part1,0.7,12,40.78450517,25.82751219
39.91612793361481,25.633887863824544,LMD,markers,8,part2,0.7,12,40.78450517,25.82751219
40.30727978757228,25.7134412878198,LMD,markers,1,part1,0.7,12,40.78450517,25.82751219
40.22832280476497,25.48424333298052,LMD,markers,1,part2,0.7,12,40.78450517,25.82751219
40.44536111017312,25.60623656574603,LMD,markers,2,part1,0.7,12,40.78450517,25.82751219
40.18149525342563,25.133330633908336,LMD,markers,2,part2,0.7,12,40.78450517,25.82751219
40.065861020264535,25.644408657996717,LMD,markers,3,part1,0.7,12,40.78450517,25.82751219
40.20227531316305,25.57333191091414,LMD,markers,3,part2,0.7,12,40.78450517,25.82751219
40.21246379437735,25.439281886226382,LMD,markers,4,part1,0.7,12,40.78450517,25.82751219
40.20451972154792,25.333238003589287,LMD,markers,4,part2,0.7,12,40.78450517,25.82751219
40.1983683766892,25.63493833051689,LMD,markers,5,part1,0.7,12,40.78450517,25.82751219
40.21671852564848,25.15595962362772,LMD,markers,5,part2,0.7,12,40.78450517,25.82751219
40.303748622276814,25.61785873046929,LMD,markers,6,part1,0.7,12,40.78450517,25.82751219
40.13330958378901,25.595311837518384,LMD,markers,6,part2,0.7,12,40.78450517,25.82751219
40.15808136741303,25.545793273184277,LMD,markers,7,part1,0.7,12,40.78450517,25.82751219
40.00428653917655,25.58222607116851,LMD,markers,7,part2,0.7,12,40.78450517,25.82751219
39.78459439537827,25.63746890241,LMD,markers,8,part1,0.7,12,40.78450517,25.82751219
40.03283823900348,25.57273643828736,LMD,markers,8,part2,0.7,12,40.78450517,25.82751219
40.45647129419259,25.557592528323376,LMD,markers,1,part1,0.7,12,40.78450517,25.82751219
40.34377361103593,25.37764209856445,LMD,markers,1,part2,0.7,12,40.78450517,25.82751219
40.260697162106936,25.58437078020284,LMD,markers,2,part1,0.7,12,40.78450517,25.82751219
40.23782959988974,25.564540997826555,LMD,markers,2,part2,0.7,12,40.78450517,25.82751219
40.35843191516172,25.551959719269025,LMD,markers,3,part1,0.7,12,40.78450517,25.82751219
40.24699487645893,25.58109074735714,LMD,markers,3,part2,0.7,12,40.78450517,25.82751219
40.249907912436974,25.593205937148262,LMD,markers,4,part1,0.7,12,40.78450517,25.82751219
40.4388750944759,25.56549501656527,LMD,markers,4,part2,0.7,12,40.78450517,25.82751219
39.99120239952757,25.46994601335232,LMD,markers,5,part1,0.7,12,40.78450517,25.82751219
40.13717946427502,25.403053000085716,LMD,markers,5,part2,0.7,12,40.78450517,25.82751219
40.37078359224023,25.44622496928205,LMD,markers,6,part1,0.7,12,40.78450517,25.82751219
40.342140871577904,25.632149225540537,LMD,markers,6,part2,0.7,12,40.78450517,25.82751219
40.4155480153452,25.40476963891453,LMD,markers,7,part1,0.7,12,40.78450517,25.82751219
40.29384995819645,25.740863002031045,LMD,markers,7,part2,0.7,12,40.78450517,25.82751219
40.218234331947,25.398674789454024,LMD,markers,8,part1,0.7,12,40.78450517,25.82751219
40.27675544057067,25.657944591937493,LMD,markers,8,part2,0.7,12,40.78450517,25.82751219
40.081132894423966,25.558601097125003,LR,markers,1,part1,0.7,12,40.81771423,25.73536048
40.44143620157941,25.19560989489583,LR,markers,1,part2,0.7,12,40.81771423,25.73536048
40.62237620869169,25.304621991688176,LR,markers,2,part1,0.7,12,40.81771423,25.73536048
40.09054101859488,25.50499951539286,LR,markers,2,part2,0.7,12,40.81771423,25.73536048
40.0772877822584,25.573699439504345,LR,markers,3,part1,0.7,12,40.81771423,25.73536048
40.28429052684896,25.44162562980953,LR,markers,3,part2,0.7,12,40.81771423,25.73536048
40.16585625749909,25.462590145459064,LR,markers,4,part1,0.7,12,40.81771423,25.73536048
40.37469279661201,25.471181697385187,LR,markers,4,part2,0.7,12,40.81771423,25.73536048
40.28164614395373,25.54690619946621,LR,markers,5,part1,0.7,12,40.81771423,25.73536048
40.29303853765349,25.467326828655303,LR,markers,5,part2,0.7,12,40.81771423,25.73536048
40.73861736307416,25.10129298685556,LR,markers,6,part1,0.7,12,40.81771423,25.73536048
40.12823400046658,25.491712874806023,LR,markers,6,part2,0.7,12,40.81771423,25.73536048
40.87804000864436,25.29403228594397,LR,markers,7,part1,0.7,12,40.81771423,25.73536048
40.22855499268408,25.456749560540477,LR,markers,7,part2,0.7,12,40.81771423,25.73536048
40.77426999753372,25.4146035224,LR,markers,8,part1,0.7,12,40.81771423,25.73536048
40.06652673412015,25.551869080966217,LR,markers,8,part2,0.7,12,40.81771423,25.73536048
40.41345867089527,25.68148509193104,LR,markers,1,part1,0.7,12,40.81771423,25.73536048
40.43274681559681,25.697376028194256,LR,markers,1,part2,0.7,12,40.81771423,25.73536048
40.20560508884473,25.68919345248273,LR,markers,2,part1,0.7,12,40.81771423,25.73536048
40.185475009475496,25.31739348261802,LR,markers,2,part2,0.7,12,40.81771423,25.73536048
40.33927400177755,25.564468137316364,LR,markers,3,part1,0.7,12,40.81771423,25.73536048
40.4155309085357,25.753617888645827,LR,markers,3,part2,0.7,12,40.81771423,25.73536048
40.75939596498699,25.713441878774024,LR,markers,4,part1,0.7,12,40.81771423,25.73536048
40.34069750041613,25.46374660443452,LR,markers,4,part2,0.7,12,40.81771423,25.73536048
40.21507021785863,25.59241560407738,LR,markers,5,part1,0.7,12,40.81771423,25.73536048
40.41287233514775,25.692494503511902,LR,markers,5,part2,0.7,12,40.81771423,25.73536048
40.40675240967359,25.770495405175,LR,markers,6,part1,0.7,12,40.81771423,25.73536048
40.222847034239386,25.007736805481827,LR,markers,6,part2,0.7,12,40.81771423,25.73536048
40.30146345479759,25.66529107508828,LR,markers,7,part1,0.7,12,40.81771423,25.73536048
40.32561204047911,25.372843296596155,LR,markers,7,part2,0.7,12,40.81771423,25.73536048
40.43213402333448,25.77025576282273,LR,markers,8,part1,0.7,12,40.81771423,25.73536048
40.35599555628653,25.63937704665185,LR,markers,8,part2,0.7,12,40.81771423,25.73536048
40.16439890095052,25.37178319569805,LR,markers,1,part1,0.7,12,40.81771423,25.73536048
40.1167995976185,25.24111244131905,LR,markers,1,part2,0.7,12,40.81771423,25.73536048
40.250809889499656,25.32455574727065,LR,markers,2,part1,0.7,12,40.81771423,25.73536048
40.22264218138832,25.257854020847613,LR,markers,2,part2,0.7,12,40.81771423,25.73536048
40.02121770176894,25.25281398059416,LR,markers,3,part1,0.7,12,40.81771423,25.73536048
40.60872962599123,25.367254139701757,LR,markers,3,part2,0.7,12,40.81771423,25.73536048
40.226179801889046,25.21134421498201,LR,markers,4,part1,0.7,12,40.81771423,25.73536048
40.16590311656858,25.109318918225,LR,markers,4,part2,0.7,12,40.81771423,25.73536048
40.33316348348929,25.3727553451718,LR,markers,5,part1,0.7,12,40.81771423,25.73536048
40.05114325737256,25.37346021402857,LR,markers,5,part2,0.7,12,40.81771423,25.73536048
40.36605044134789,25.26642765047115,LR,markers,6,part1,0.7,12,40.81771423,25.73536048
40.28501600152297,25.140769653573805,LR,markers,6,part2,0.7,12,40.81771423,25.73536048
40.18908351678285,25.38768018723861,LR,markers,7,part1,0.7,12,40.81771423,25.73536048
40.47607373892242,24.9727655420696,LR,markers,7,part2,0.7,12,40.81771423,25.73536048
40.15964637346119,25.34510772289286,LR,markers,8,part1,0.7,12,40.81771423,25.73536048
40.272002200161324,25.145715343750343,LR,markers,8,part2,0.7,12,40.81771423,25.73536048
39.9364889204694,25.369466545972223,LR,markers,1,part1,0.7,12,40.81771423,25.73536048
40.48460981557936,25.469790990844828,LR,markers,1,part2,0.7,12,40.81771423,25.73536048
40.47361808591248,25.59863863460287,LR,markers,2,part1,0.7,12,40.81771423,25.73536048
40.16075750061581,25.3553756636,LR,markers,2,part2,0.7,12,40.81771423,25.73536048
40.283105050559065,25.522316910778567,LR,markers,3,part1,0.7,12,40.81771423,25.73536048
40.345954783627086,25.673468012877407,LR,markers,3,part2,0.7,12,40.81771423,25.73536048
40.22433459178959,25.51440635915566,LR,markers,4,part1,0.7,12,40.81771423,25.73536048
39.93724602499065,25.60818174017287,LR,markers,4,part2,0.7,12,40.81771423,25.73536048
39.99295494707198,25.464271883145575,LR,markers,5,part1,0.7,12,40.81771423,25.73536048
40.29719185186391,25.609541132469698,LR,markers,5,part2,0.7,12,40.81771423,25.73536048
40.47717185417935,25.57660300153959,LR,markers,6,part1,0.7,12,40.81771423,25.73536048
40.10209179528629,25.582600704058716,LR,markers,6,part2,0.7,12,40.81771423,25.73536048
40.53665347271673,25.569670390898743,LR,markers,7,part1,0.7,12,40.81771423,25.73536048
40.15999515489094,25.55068021279487,LR,markers,7,part2,0.7,12,40.81771423,25.73536048
40.43765714082732,25.48092190142265,LR,markers,8,part1,0.7,12,40.81771423,25.73536048
40.43752169677298,25.65756008791955,LR,markers,8,part2,0.7,12,40.81771423,25.73536048
39.97306175703209,24.8670333638021,NN(16),markers,1,part1,0.7,12,40.8162,25.727
40.04225530944477,25.034689601476195,NN(16),markers,1,part2,0.7,12,40.8162,25.727
40.499999608808665,24.84897771394805,NN(16),markers,2,part1,0.7,12,40.8162,25.727
39.69461799301144,25.019675265054342,NN(16),markers,2,part2,0.7,12,40.8162,25.727
40.11231839667609,25.035531956036365,NN(16),markers,3,part1,0.7,12,40.8162,25.727
39.70197219848111,24.837943588138096,NN(16),markers,3,part2,0.7,12,40.8162,25.727
40.029249138214674,24.67444139536875,NN(16),markers,4,part1,0.7,12,40.8162,25.727
39.79239718159248,24.890803433769587,NN(16),markers,4,part2,0.7,12,40.8162,25.727
40.31903156806449,24.758951782299995,NN(16),markers,5,part1,0.7,12,40.8162,25.727
39.64236864603061,24.960598731530176,NN(16),markers,5,part2,0.7,12,40.8162,25.727
39.83685372005483,24.955471915724967,NN(16),markers,6,part1,0.7,12,40.8162,25.727
39.656588759025766,24.85125720900961,NN(16),markers,6,part2,0.7,12,40.8162,25.727
39.536809972414936,24.96321384379005,NN(16),markers,7,part1,0.7,12,40.8162,25.727
40.05178624333912,24.55917956835256,NN(16),markers,7,part2,0.7,12,40.8162,25.727
39.81448818092668,24.677581624347784,NN(16),markers,8,part1,0.7,12,40.8162,25.727
39.797075993790806,25.05339788555445,NN(16),markers,8,part2,0.7,12,40.8162,25.727
40.064274294314224,25.09324536347665,NN(16),markers,1,part1,0.7,12,40.8162,25.727
39.86140998850819,25.064301031102566,NN(16),markers,1,part2,0.7,12,40.8162,25.727
40.18487784037335,25.062308532908062,NN(16),markers,2,part1,0.7,12,40.8162,25.727
39.88464775302391,25.143365581141712,NN(16),markers,2,part2,0.7,12,40.8162,25.727
39.96694792553469,25.145302897393943,NN(16),markers,3,part1,0.7,12,40.8162,25.727
40.00496434573179,24.96320382517324,NN(16),markers,3,part2,0.7,12,40.8162,25.727
40.07789418750461,25.107387809210653,NN(16),markers,4,part1,0.7,12,40.8162,25.727
39.92763635976512,25.288147178487183,NN(16),markers,4,part2,0.7,12,40.8162,25.727
40.140167877370814,24.871344374026314,NN(16),markers,5,part1,0.7,12,40.8162,25.727
39.902474832488025,25.2039664343238,NN(16),markers,5,part2,0.7,12,40.8162,25.727
40.02249511221568,25.20403434702434,NN(16),markers,6,part1,0.7,12,40.8162,25.727
40.08201696065215,25.131400839547616,NN(16),markers,6,part2,0.7,12,40.8162,25.727
40.01373812475753,25.203222623690863,NN(16),markers,7,part1,0.7,12,40.8162,25.727
39.89939847520328,25.142057348315788,NN(16),markers,7,part2,0.7,12,40.8162,25.727
39.70289605023624,24.91735797580777,NN(16),markers,8,part1,0.7,12,40.8162,25.727
40.05481871889149,25.260586212565933,NN(16),markers,8,part2,0.7,12,40.8162,25.727
39.98154642704374,24.981758124166078,NN(16),markers,1,part1,0.7,12,40.8162,25.727
40.046036303418354,24.878596207034445,NN(16),markers,1,part2,0.7,12,40.8162,25.727
39.71612866707494,24.897794750315157,NN(16),markers,2,part1,0.7,12,40.8162,25.727
40.07782959133885,24.909022834792307,NN(16),markers,2,part2,0.7,12,40.8162,25.727
39.78977135815922,24.69734499378627,NN(16),markers,3,part1,0.7,12,40.8162,25.727
40.12211462429566,24.82612667094686,NN(16),markers,3,part2,0.7,12,40.8162,25.727
39.96885113133073,24.74462190391883,NN(16),markers,4,part1,0.7,12,40.8162,25.727
40.070821470985,24.683206739672183,NN(16),markers,4,part2,0.7,12,40.8162,25.727
40.08156818530131,25.002938076126476,NN(16),markers,5,part1,0.7,12,40.8162,25.727
39.91628798426466,24.89193549328349,NN(16),markers,5,part2,0.7,12,40.8162,25.727
40.0024342083093,24.91376866751501,NN(16),markers,6,part1,0.7,12,40.8162,25.727
40.15866485014539,24.97203402601267,NN(16),markers,6,part2,0.7,12,40.8162,25.727
40.05244736526554,24.807607238049595,NN(16),markers,7,part1,0.7,12,40.8162,25.727
39.98302292840594,24.974227088137024,NN(16),markers,7,part2,0.7,12,40.8162,25.727
39.99252010621251,24.78700068710256,NN(16),markers,8,part1,0.7,12,40.8162,25.727
39.89339285955084,24.85530645136905,NN(16),markers,8,part2,0.7,12,40.8162,25.727
39.927580324279965,24.954016009490715,NN(16),markers,1,part1,0.7,12,40.8162,25.727
40.08340729931507,24.734015281214354,NN(16),markers,1,part2,0.7,12,40.8162,25.727
40.06150460498761,25.013375764704545,NN(16),markers,2,part1,0.7,12,40.8162,25.727
39.7389190680321,24.98966118918576,NN(16),markers,2,part2,0.7,12,40.8162,25.727
39.86540098951957,24.88364279034776,NN(16),markers,3,part1,0.7,12,40.8162,25.727
40.40981304202059,24.91891477782079,NN(16),markers,3,part2,0.7,12,40.8162,25.727
39.90204619145534,24.850358237853456,NN(16),markers,4,part1,0.7,12,40.8162,25.727
40.37325986636903,24.854453380745458,NN(16),markers,4,part2,0.7,12,40.8162,25.727
40.12056503318966,25.040443889280034,NN(16),markers,5,part1,0.7,12,40.8162,25.727
40.32474806431604,24.887997983356097,NN(16),markers,5,part2,0.7,12,40.8162,25.727
39.951313591270825,24.93867594476246,NN(16),markers,6,part1,0.7,12,40.8162,25.727
39.62112873858658,25.025367369273336,NN(16),markers,6,part2,0.7,12,40.8162,25.727
39.937774033172666,24.96416275614889,NN(16),markers,7,part1,0.7,12,40.8162,25.727
39.75617153152061,25.065482294922987,NN(16),markers,7,part2,0.7,12,40.8162,25.727
39.797445634473554,24.83503502409404,NN(16),markers,8,part1,0.7,12,40.8162,25.727
39.85158377049807,24.868488125250003,NN(16),markers,8,part2,0.7,12,40.8162,25.727
39.98866431985059,24.904033857642627,NN(8),markers,1,part1,0.7,12,40.8152,25.7367
39.923880694773565,24.658612351727925,NN(8),markers,1,part2,0.7,12,40.8152,25.7367
39.61152131886709,24.79127447827853,NN(8),markers,2,part1,0.7,12,40.8152,25.7367
39.77451268085164,24.81205412765905,NN(8),markers,2,part2,0.7,12,40.8152,25.7367
39.87091245296586,24.835999334102567,NN(8),markers,3,part1,0.7,12,40.8152,25.7367
40.05048745183914,24.785394173108827,NN(8),markers,3,part2,0.7,12,40.8152,25.7367
40.10608290055932,24.8420518370459,NN(8),markers,4,part1,0.7,12,40.8152,25.7367
39.91305131923068,24.66834808818001,NN(8),markers,4,part2,0.7,12,40.8152,25.7367
39.95300487039532,24.765461555456096,NN(8),markers,5,part1,0.7,12,40.8152,25.7367
39.88259712246151,24.70166207013221,NN(8),markers,5,part2,0.7,12,40.8152,25.7367
39.65866951730987,24.80787785367593,NN(8),markers,6,part1,0.7,12,40.8152,25.7367
39.901286414030814,24.83480398633441,NN(8),markers,6,part2,0.7,12,40.8152,25.7367
39.99154681438981,24.71655258177692,NN(8),markers,7,part1,0.7,12,40.8152,25.7367
40.12083783102244,24.7394760575,NN(8),markers,7,part2,0.7,12,40.8152,25.7367
39.99853385987116,24.676451679304115,NN(8),markers,8,part1,0.7,12,40.8152,25.7367
40.01352987870441,24.759012448828496,NN(8),markers,8,part2,0.7,12,40.8152,25.7367
39.90889817913851,24.85809390618803,NN(8),markers,1,part1,0.7,12,40.8152,25.7367
39.79679832852128,24.76817762788889,NN(8),markers,1,part2,0.7,12,40.8152,25.7367
39.937407038104645,24.88745157563492,NN(8),markers,2,part1,0.7,12,40.8152,25.7367
39.87868623188745,24.89837411686111,NN(8),markers,2,part2,0.7,12,40.8152,25.7367
39.95314971862433,24.8257190220881,NN(8),markers,3,part1,0.7,12,40.8152,25.7367
39.67697900264779,24.90064684849448,NN(8),markers,3,part2,0.7,12,40.8152,25.7367
39.66713684606691,24.769226331925125,NN(8),markers,4,part1,0.7,12,40.8152,25.7367
39.66454356410306,24.732255337586587,NN(8),markers,4,part2,0.7,12,40.8152,25.7367
39.80166984903294,24.856689182530957,NN(8),markers,5,part1,0.7,12,40.8152,25.7367
39.772994204927926,24.73797685206798,NN(8),markers,5,part2,0.7,12,40.8152,25.7367
39.77722193859448,24.770871107350004,NN(8),markers,6,part1,0.7,12,40.8152,25.7367
39.80977724627272,24.837569864218757,NN(8),markers,6,part2,0.7,12,40.8152,25.7367
39.95900740124736,24.89277848079222,NN(8),markers,7,part1,0.7,12,40.8152,25.7367
39.702601051489815,24.820215804194664,NN(8),markers,7,part2,0.7,12,40.8152,25.7367
39.96347840097254,24.894868203868228,NN(8),markers,8,part1,0.7,12,40.8152,25.7367
39.92082143739848,24.923862819931863,NN(8),markers,8,part2,0.7,12,40.8152,25.7367
39.942027778021526,24.905498923845,NN(8),markers,1,part1,0.7,12,40.8152,25.7367
40.07658592735832,24.858031920181546,NN(8),markers,1,part2,0.7,12,40.8152,25.7367
39.844575660204185,24.79005537999643,NN(8),markers,2,part1,0.7,12,40.8152,25.7367
39.68506638628132,24.8542911118653,NN(8),markers,2,part2,0.7,12,40.8152,25.7367
39.787239608702414,24.70564351489069,NN(8),markers,3,part1,0.7,12,40.8152,25.7367
39.9109231228015,24.860536684434287,NN(8),markers,3,part2,0.7,12,40.8152,25.7367
39.92080741439246,24.85691881946461,NN(8),markers,4,part1,0.7,12,40.8152,25.7367
40.0005678919986,24.88097740225833,NN(8),markers,4,part2,0.7,12,40.8152,25.7367
39.705991813602935,24.70270083820081,NN(8),markers,5,part1,0.7,12,40.8152,25.7367
39.98141770822414,24.853675883274068,NN(8),markers,5,part2,0.7,12,40.8152,25.7367
39.59013097575539,24.959911751728846,NN(8),markers,6,part1,0.7,12,40.8152,25.7367
39.838905931214505,24.95546596460886,NN(8),markers,6,part2,0.7,12,40.8152,25.7367
39.76378973319783,24.9613552514718,NN(8),markers,7,part1,0.7,12,40.8152,25.7367
39.69832254880559,24.889140650453967,NN(8),markers,7,part2,0.7,12,40.8152,25.7367
39.837482570975375,24.744599427306976,NN(8),markers,8,part1,0.7,12,40.8152,25.7367
39.94077283112582,24.835763439921397,NN(8),markers,8,part2,0.7,12,40.8152,25.7367
39.82532113332928,24.951975740811275,NN(8),markers,1,part1,0.7,12,40.8152,25.7367
40.0245515208865,24.85171675960593,NN(8),markers,1,part2,0.7,12,40.8152,25.7367
40.18687697554684,24.89011290406201,NN(8),markers,2,part1,0.7,12,40.8152,25.7367
40.153217243602384,24.950247120948383,NN(8),markers,2,part2,0.7,12,40.8152,25.7367
