Peça,Angle1_mean,Angle1_var,Angle2_mean,Angle2_var,Angle3_mean,Angle3_var,Angle4_mean,Angle4_var,Height_mean,Height_var,Width_mean,Width_var,Iteração_mean,Iteração_var,RowNum_mean,RowNum_var
"['base calco 1', 'IGS']",88.14695041116448,2.2508095781971247,88.70960984513614,2.2117577880347863,89.27029210849344,0.1301023310431779,89.72201050007897,0.06580218757826255,22.218280063207324,0.0007274283844269742,62.34502218561082,0.01073514780583681,1.0,0.0,4.0,7.5
"['base calco 2', 'IGS']",89.19925868677788,0.0497121635442167,89.31206786369053,0.06125696835628044,88.8817324891229,1.1566254787823453,88.99454166603556,1.1202380978946231,22.253196483505793,0.0007272518926553447,62.16494486607572,0.04793934471282208,1.0,0.0,4.0,7.5
"['base calco 3', 'IGS']",88.80667833965055,0.037950998305925784,89.31379141913594,0.03161785887064976,89.11964377942225,0.06601669429498876,89.61521087651835,0.05581594608889053,22.226687802862475,0.0008926289384630157,62.19757569352603,0.06895323201235712,1.0,0.0,4.0,7.5
